Transaction_ID,User_ID,Date,Account_Number,Transaction_Type,Amount,Currency,Category,Counterparty,Payment_Method
TXN01053,U212,17/05/2024,728409,Refund,7925.54,USD,Inventory,Rosales-Roberts,Bank Transfer
TXN01054,U497,08/02/2024,856473,Debit,3916.99,USD,Sales,"Bryant, Anderson and Keller",Cash
TXN01055,U447,11/01/2024,603333,Credit,8236.06,USD,Payroll,"Dorsey, Wilson and Kim",Credit Card
TXN01056,U395,06/02/2024,197157,Debit,8499.94,USD,Marketing,Taylor PLC,Credit Card
TXN01057,U440,27/03/2024,693770,Refund,4156.38,USD,Operations,Lyons Group,Credit Card
TXN01058,U383,05/01/2025,859518,Debit,1803.99,USD,Marketing,Ramirez LLC,Bank Transfer
TXN01059,U471,09/07/2024,853214,Refund,6181.19,USD,Sales,Rollins-Potts,Cash
TXN01060,U362,16/03/2024,499890,Debit,4326.45,USD,Marketing,Miller Ltd,Cash
TXN01061,U120,31/01/2024,385751,Credit,3852.8,USD,Sales,Bell PLC,Bank Transfer
TXN01062,U213,13/05/2024,811079,Debit,6594.21,USD,Payroll,Rose Ltd,Cash
TXN01063,U227,10/06/2024,409807,Debit,6988.24,USD,Payroll,Rios Inc,Cash
TXN01064,U445,11/04/2024,522822,Debit,964.39,USD,Payroll,"Howard, Fischer and Mendez",Bank Transfer
TXN01065,U336,02/10/2024,136080,Debit,6989.46,USD,Operations,Haney-Gates,Bank Transfer
TXN01066,U233,09/10/2024,528932,Credit,446.21,USD,Payroll,Mckee-Alexander,Credit Card
TXN01067,U263,29/12/2024,678369,Refund,8856.56,USD,Marketing,Marquez PLC,Cash
TXN01068,U364,16/10/2024,720858,Refund,1587.74,USD,Operations,Dennis-Wolfe,Cash
TXN01069,U271,27/07/2024,752674,Refund,8826.73,USD,Inventory,Williams-Dunn,Credit Card
TXN01070,U057,10/12/2024,979267,Credit,5382,USD,Sales,Holt LLC,Credit Card
TXN01071,U299,20/05/2024,953486,Credit,6669.9,USD,Sales,Phillips and Sons,Bank Transfer
TXN01072,U119,20/03/2024,685144,Debit,676.77,USD,Payroll,Schwartz-Flores,Bank Transfer
TXN01073,U432,15/05/2024,308493,Credit,7268.11,USD,Payroll,Gallagher-Gibson,Credit Card
TXN01074,U134,27/09/2024,285540,Refund,9023.32,USD,Inventory,"Santiago, Ramirez and Fernandez",Credit Card
TXN01075,U382,21/03/2024,593802,Credit,9088.28,USD,Operations,"Robbins, Wilson and Johnson",Cash
TXN01076,U195,11/06/2024,890079,Refund,4118.67,USD,Marketing,Johns-Myers,Bank Transfer
TXN01077,U383,25/05/2024,927901,Credit,7620.99,USD,Payroll,Love Group,Cash
TXN01078,U293,02/10/2024,411745,Credit,1221.09,USD,Operations,Saunders LLC,Cash
TXN01079,U171,13/11/2024,230477,Refund,3693.63,USD,Inventory,Lopez-Kelly,Bank Transfer
TXN01080,U126,24/03/2024,864261,Refund,7556.41,USD,Inventory,Rodriguez and Sons,Bank Transfer
TXN01081,U235,27/08/2024,482566,Credit,5048.9,USD,Sales,Pierce-Watson,Credit Card
TXN01082,U121,25/01/2024,297846,Credit,7797.31,USD,Sales,Brown-Carter,Bank Transfer
TXN01083,U015,03/09/2024,482608,Debit,4106.86,USD,Inventory,Howell Inc,Cash
TXN01084,U183,26/02/2024,793907,Refund,1656.74,USD,Inventory,Long-Patel,Cash
TXN01085,U198,26/04/2024,634968,Debit,2081.65,USD,Sales,Miller-Robertson,Credit Card
TXN01086,U242,06/03/2024,530000,Credit,455.91,USD,Marketing,"Kemp, Mora and Ingram",Cash
TXN01087,U160,27/01/2024,411980,Refund,276.91,USD,Operations,Waters PLC,Credit Card
TXN01088,U163,29/09/2024,268388,Credit,6392.28,USD,Marketing,Parker-Bridges,Cash
TXN01089,U217,24/11/2024,619693,Refund,6759.46,USD,Inventory,Calhoun-Wilson,Cash
TXN01090,U159,13/05/2024,543305,Credit,4624.42,USD,Inventory,Gordon and Sons,Bank Transfer
TXN01091,U385,10/10/2024,959440,Debit,3443.14,USD,Marketing,Harris Ltd,Bank Transfer
TXN01092,U492,25/10/2024,719560,Debit,3999.42,USD,Payroll,Wood-James,Bank Transfer
TXN01093,U051,16/10/2024,982417,Debit,1952.09,USD,Payroll,"Elliott, Day and Mitchell",Cash
TXN01094,U488,15/11/2024,698209,Refund,387.37,USD,Marketing,"Sandoval, Sims and Alexander",Cash
TXN01095,U257,04/09/2024,330621,Refund,2513.55,USD,Sales,"Brooks, Moore and Scott",Cash
TXN01096,U121,16/06/2024,882820,Refund,7093.91,USD,Sales,Gardner Ltd,Cash
TXN01097,U013,14/01/2024,315863,Debit,1373.44,USD,Payroll,"Medina, Anderson and White",Bank Transfer
TXN01098,U198,06/02/2024,801999,Refund,6706.25,USD,Operations,Haley LLC,Bank Transfer
TXN01099,U227,14/12/2024,132034,Credit,4647.81,USD,Marketing,Lee Ltd,Cash
TXN01100,U468,26/05/2024,827211,Refund,4618.96,USD,Inventory,Barton-Burke,Credit Card
TXN01101,U480,26/04/2024,544953,Debit,834.66,USD,Sales,"Copeland, Lin and Sullivan",Bank Transfer
TXN01102,U186,11/09/2024,624304,Debit,6573.66,USD,Sales,"Lyons, Ryan and Rodriguez",Cash
TXN01103,U432,22/03/2024,940991,Credit,7138.68,USD,Marketing,Stewart Ltd,Bank Transfer
TXN01104,U167,19/09/2024,549756,Refund,4382.86,USD,Marketing,"Thompson, Johnson and Stone",Credit Card
TXN01105,U038,24/04/2024,628949,Refund,4713.17,USD,Marketing,Blackwell Group,Cash
TXN01106,U343,16/11/2024,984045,Credit,2798.63,USD,Sales,"Bridges, Stewart and Cruz",Bank Transfer
TXN01107,U284,05/02/2024,831946,Credit,1622.05,USD,Operations,Perez PLC,Credit Card
TXN01108,U176,20/05/2024,579428,Debit,8386.57,USD,Marketing,"Hernandez, Miller and Davis",Cash
TXN01109,U222,27/10/2024,195147,Refund,6073.82,USD,Marketing,Foster Ltd,Bank Transfer
TXN01110,U410,21/10/2024,390880,Credit,1780.59,USD,Inventory,Moran and Sons,Bank Transfer
TXN01111,U109,14/05/2024,259404,Refund,1250.27,USD,Marketing,"Brown, Browning and Hayes",Cash
TXN01112,U360,11/11/2024,762047,Credit,7417.05,USD,Sales,Alvarado-Klein,Bank Transfer
TXN01113,U174,02/06/2024,982723,Debit,1692.85,USD,Sales,Walters and Sons,Cash
TXN01114,U408,11/11/2024,291958,Credit,6717.21,USD,Marketing,"Andrade, Graham and Garcia",Credit Card
TXN01115,U362,13/07/2024,867750,Credit,121.99,USD,Payroll,"Wilson, Martin and Harris",Credit Card
TXN01116,U084,01/03/2024,130451,Credit,2739.79,USD,Payroll,"Lopez, Schultz and Singh",Cash
TXN01117,U071,19/03/2024,987530,Credit,4412.17,USD,Inventory,"Chandler, Miller and Bailey",Credit Card
TXN01118,U470,05/03/2024,196823,Credit,1787.62,USD,Payroll,Chan LLC,Bank Transfer
TXN01119,U007,14/02/2024,150257,Refund,7146.98,USD,Payroll,Griffith PLC,Cash
TXN01120,U002,10/09/2024,191706,Debit,8927.95,USD,Inventory,Torres-Terry,Credit Card
TXN01121,U481,30/12/2024,355687,Debit,5327.67,USD,Sales,"Floyd, Fisher and Powers",Cash
TXN01122,U063,12/10/2024,716483,Credit,4426.16,USD,Marketing,Leach-Velasquez,Cash
TXN01123,U065,27/09/2024,737932,Credit,487.08,USD,Operations,Reynolds-Harris,Credit Card
TXN01124,U034,22/12/2024,222658,Refund,6351.56,USD,Payroll,Butler Ltd,Bank Transfer
TXN01125,U455,28/08/2024,464543,Credit,5233.52,USD,Payroll,Johnson Group,Bank Transfer
TXN01126,U277,26/04/2024,725909,Credit,6628.77,USD,Inventory,"Howard, Myers and Cole",Cash
TXN01127,U133,14/03/2024,454874,Refund,6603.8,USD,Inventory,Bender-Martinez,Bank Transfer
TXN01128,U062,17/06/2024,362244,Credit,1036.9,USD,Operations,Martinez-Rodgers,Cash
TXN01129,U408,06/12/2024,433519,Refund,6906.56,USD,Payroll,Oliver-Martinez,Credit Card
TXN01130,U264,15/09/2024,895885,Debit,4445.43,USD,Payroll,"Ryan, Oneal and Figueroa",Credit Card
TXN01131,U127,04/07/2024,343794,Credit,5986.07,USD,Payroll,Holland-Stewart,Cash
TXN01132,U104,27/06/2024,110956,Debit,496.16,USD,Sales,"Bishop, Castro and Morales",Cash
TXN01133,U164,06/06/2024,236959,Credit,3780.18,USD,Marketing,Santos PLC,Bank Transfer
TXN01134,U338,09/08/2024,672080,Credit,2025.36,USD,Sales,Daniels-Doyle,Cash
TXN01135,U031,17/09/2024,569099,Credit,2504.5,USD,Sales,Gonzales Inc,Bank Transfer
TXN01136,U231,17/07/2024,782239,Debit,9088.48,USD,Payroll,Hutchinson Group,Bank Transfer
TXN01137,U421,18/06/2024,676993,Credit,2007.86,USD,Inventory,Williams Ltd,Credit Card
TXN01138,U431,03/07/2024,858359,Refund,170.22,USD,Sales,Shepard-Ortiz,Cash
TXN01139,U441,30/03/2024,231687,Debit,289.16,USD,Inventory,Estrada Group,Bank Transfer
TXN01140,U170,30/11/2024,833394,Refund,155.45,USD,Marketing,Ryan Group,Bank Transfer
TXN01141,U185,30/12/2024,205804,Refund,8207.06,USD,Sales,Waters Group,Cash
TXN01142,U314,07/02/2024,250219,Credit,6802.8,USD,Payroll,"Alexander, Goodman and Murphy",Cash
TXN01143,U282,01/09/2024,181940,Credit,641.08,USD,Marketing,Brown-Franco,Cash
TXN01144,U210,28/12/2024,728406,Debit,9587.87,USD,Payroll,Medina-Patel,Cash
TXN01145,U140,03/01/2025,554864,Debit,975.07,USD,Operations,Le LLC,Credit Card
TXN01146,U103,08/06/2024,978929,Refund,8355.5,USD,Inventory,Brown PLC,Credit Card
TXN01147,U442,27/06/2024,490162,Credit,6644.45,USD,Sales,Martinez Inc,Bank Transfer
TXN01148,U052,07/05/2024,293384,Refund,7242.87,USD,Operations,"Johnson, Patel and Hall",Bank Transfer
TXN01149,U197,22/04/2024,540347,Credit,449.68,USD,Payroll,Riley LLC,Cash
TXN01150,U302,04/05/2024,115081,Refund,5129.88,USD,Sales,Roth Ltd,Cash
TXN01151,U361,16/01/2024,477155,Credit,8158.09,USD,Marketing,Hopkins LLC,Credit Card
TXN01152,U017,28/10/2024,974457,Debit,3233.57,USD,Operations,Castaneda Group,Bank Transfer
TXN01153,U060,26/11/2024,629127,Debit,6271.6,USD,Payroll,Tran PLC,Cash
TXN01154,U431,15/04/2024,640994,Credit,6250.49,USD,Marketing,Daniel-Morris,Bank Transfer
TXN01155,U072,19/02/2024,156046,Refund,9343.93,USD,Sales,Dalton-Miller,Bank Transfer
TXN01156,U466,03/08/2024,597674,Debit,3956.69,USD,Payroll,"Hutchinson, Walker and Jones",Bank Transfer
TXN01157,U019,24/10/2024,931835,Credit,4284.52,USD,Sales,Wright-Singh,Bank Transfer
TXN01158,U090,02/03/2024,692683,Credit,2331.76,USD,Payroll,Butler Ltd,Bank Transfer
TXN01159,U237,25/12/2024,558818,Refund,1067.79,USD,Sales,"Francis, Russell and Patel",Cash
TXN01160,U271,18/06/2024,855710,Credit,3240.44,USD,Marketing,White-Johnston,Cash
TXN01161,U133,02/12/2024,105378,Debit,159.8,USD,Operations,"Larson, Duke and Montoya",Credit Card
TXN01162,U414,19/06/2024,307529,Debit,6543.39,USD,Inventory,"Mullins, Hernandez and Williams",Credit Card
TXN01163,U474,25/05/2024,564197,Refund,129.69,USD,Inventory,Wise LLC,Cash
TXN01164,U348,02/05/2024,490288,Refund,2135.55,USD,Sales,Lowery PLC,Credit Card
TXN01165,U107,22/06/2024,950528,Debit,2208.76,USD,Operations,Carney and Sons,Cash
TXN01166,U065,22/01/2024,831538,Refund,6583.04,USD,Marketing,Phillips Ltd,Credit Card
TXN01167,U042,11/07/2024,253021,Debit,2791.79,USD,Sales,"Clark, Phillips and Carr",Cash
TXN01168,U083,22/03/2024,855813,Credit,6242.85,USD,Payroll,"Taylor, Reed and Webster",Bank Transfer
TXN01169,U217,09/09/2024,484953,Refund,448.95,USD,Operations,Alvarez Group,Credit Card
TXN01170,U365,21/07/2024,352021,Debit,8855.75,USD,Sales,Meyer-Walker,Bank Transfer
TXN01171,U326,07/07/2024,165908,Refund,4116.86,USD,Operations,Williamson PLC,Cash
TXN01172,U324,22/02/2024,607944,Credit,7677.78,USD,Marketing,Bryant Inc,Credit Card
TXN01173,U433,27/04/2024,972801,Debit,5000.76,USD,Sales,"Abbott, Wilson and Craig",Bank Transfer
TXN01174,U193,23/03/2024,352020,Debit,9904.84,USD,Inventory,"Ramirez, Garner and Hanson",Bank Transfer
TXN01175,U402,17/04/2024,823617,Debit,7128.19,USD,Sales,"Sosa, Meyer and Brewer",Cash
TXN01176,U084,04/09/2024,346333,Credit,7914.69,USD,Inventory,"Nelson, Wise and Atkins",Credit Card
TXN01177,U444,15/12/2024,528763,Debit,9223.02,USD,Operations,"Vaughn, Maynard and Carter",Bank Transfer
TXN01178,U383,23/11/2024,548304,Refund,5696.36,USD,Inventory,Petersen Ltd,Credit Card
TXN01179,U132,16/08/2024,272185,Debit,2526.88,USD,Sales,Hicks LLC,Credit Card
TXN01180,U121,12/04/2024,256456,Credit,956.5,USD,Sales,Smith-Walker,Bank Transfer
TXN01181,U276,07/05/2024,679256,Refund,3250.3,USD,Sales,"Hoffman, Adams and Taylor",Cash
TXN01182,U088,18/01/2024,603574,Credit,6312.43,USD,Sales,"Lara, Perez and Mitchell",Bank Transfer
TXN01183,U052,10/08/2024,131557,Refund,3891.77,USD,Sales,Robertson-Bartlett,Credit Card
TXN01184,U437,01/04/2024,190353,Refund,9246.29,USD,Marketing,"Collins, Grant and Barnes",Cash
TXN01185,U432,17/08/2024,765952,Credit,7716.35,USD,Sales,"Gomez, Hunter and King",Cash
TXN01186,U089,16/02/2024,428885,Credit,1337.99,USD,Operations,"Mcclure, Mckinney and White",Cash
TXN01187,U310,20/12/2024,395948,Credit,1761.56,USD,Sales,Gibson-Hamilton,Bank Transfer
TXN01188,U185,31/01/2024,615823,Credit,7619.55,USD,Operations,Meyer-White,Cash
TXN01189,U241,25/03/2024,719591,Debit,6879.37,USD,Operations,Johnson-Brandt,Bank Transfer
TXN01190,U447,07/04/2024,689954,Credit,9780.44,USD,Operations,"Banks, Bowen and Clark",Cash
TXN01191,U410,26/03/2024,723132,Refund,6667.04,USD,Sales,Richards-Thomas,Cash
TXN01192,U268,29/03/2024,746278,Debit,684.46,USD,Payroll,"Hood, Case and Munoz",Credit Card
TXN01193,U175,08/08/2024,230411,Credit,186.31,USD,Inventory,"Diaz, Miller and Floyd",Bank Transfer
TXN01194,U395,13/02/2024,949345,Debit,9121.91,USD,Inventory,Soto PLC,Credit Card
TXN01195,U348,23/12/2024,336750,Refund,4494.63,USD,Marketing,"Thomas, Wright and Dickson",Bank Transfer
TXN01196,U462,28/08/2024,437866,Refund,5115.15,USD,Sales,Rogers-Barker,Credit Card
TXN01197,U428,26/03/2024,295095,Refund,7420.72,USD,Inventory,Gomez and Sons,Cash
TXN01198,U446,05/02/2024,873059,Debit,5039.17,USD,Sales,Chase and Sons,Bank Transfer
TXN01199,U312,28/12/2024,722126,Debit,7049.25,USD,Sales,Jordan-Turner,Bank Transfer
TXN01200,U440,06/12/2024,101814,Credit,142.78,USD,Sales,"Wood, Thompson and Martinez",Bank Transfer
TXN01201,U354,22/06/2024,381931,Credit,221.92,USD,Marketing,Hawkins PLC,Credit Card
TXN01202,U294,27/07/2024,265926,Credit,7591.82,USD,Marketing,"Coleman, Lawrence and Lee",Bank Transfer
TXN01203,U435,03/10/2024,200956,Refund,1249.32,USD,Payroll,"Robinson, Kirk and Campbell",Credit Card
TXN01204,U191,20/09/2024,628170,Credit,2371.6,USD,Operations,Thomas-Hanson,Credit Card
TXN01205,U412,14/09/2024,733653,Debit,4290.69,USD,Inventory,Kim LLC,Credit Card
TXN01206,U169,23/11/2024,615714,Credit,2443.02,USD,Payroll,Sanchez-Hendrix,Credit Card
TXN01207,U272,06/10/2024,831132,Refund,803.1,USD,Marketing,Gill-Thompson,Credit Card
TXN01208,U256,17/10/2024,396718,Credit,1384.18,USD,Marketing,Cantu-Smith,Credit Card
TXN01209,U213,21/08/2024,376463,Refund,4992.28,USD,Payroll,Allison-Ingram,Credit Card
TXN01210,U186,29/08/2024,884192,Refund,2028.1,USD,Payroll,"Floyd, Campbell and Hernandez",Cash
TXN01211,U297,28/08/2024,344358,Refund,3763.72,USD,Operations,Wilson-Perez,Cash
TXN01212,U254,15/03/2024,342751,Credit,6423.97,USD,Marketing,"Anderson, Pennington and Lee",Credit Card
TXN01213,U030,06/04/2024,606431,Debit,2388.26,USD,Payroll,"Riddle, Rowe and Powell",Bank Transfer
TXN01214,U220,05/12/2024,512696,Credit,7255.83,USD,Operations,Bailey Inc,Cash
TXN01215,U095,30/10/2024,192484,Refund,9885.63,USD,Sales,"Williams, Wells and Adams",Cash
TXN01216,U355,02/01/2025,448392,Credit,4442.82,USD,Marketing,Robinson-Lyons,Bank Transfer
TXN01217,U020,30/10/2024,537932,Credit,8774.55,USD,Operations,Rivera Group,Credit Card
TXN01218,U026,08/08/2024,964149,Credit,1351.33,USD,Marketing,Leonard Inc,Bank Transfer
TXN01219,U081,25/03/2024,910727,Refund,3182.21,USD,Payroll,Morales Group,Cash
TXN01220,U473,14/10/2024,252544,Refund,7871.84,USD,Operations,"Li, Soto and Valdez",Cash
TXN01221,U250,05/08/2024,183878,Credit,405.68,USD,Sales,Allen-Olson,Cash
TXN01222,U378,22/05/2024,132121,Credit,7919.88,USD,Sales,"Davis, Schwartz and Harper",Cash
TXN01223,U164,03/04/2024,533967,Credit,4154.79,USD,Marketing,"Smith, Hodges and Hood",Cash
TXN01224,U193,07/01/2025,727525,Debit,8128.98,USD,Payroll,Lewis Ltd,Credit Card
TXN01225,U315,04/05/2024,737047,Refund,7508,USD,Payroll,Wong and Sons,Credit Card
TXN01226,U493,08/08/2024,424842,Debit,2297.81,USD,Payroll,Smith-Johnson,Credit Card
TXN01227,U263,23/04/2024,592367,Refund,7331.4,USD,Marketing,Turner-Williams,Cash
TXN01228,U315,29/07/2024,983615,Credit,3433.86,USD,Payroll,Nguyen Inc,Credit Card
TXN01229,U104,24/04/2024,989082,Debit,2066.12,USD,Sales,"James, Thompson and Chavez",Bank Transfer
TXN01230,U103,21/06/2024,725810,Credit,550.2,USD,Marketing,"Allen, Jones and Hawkins",Bank Transfer
TXN01231,U115,12/12/2024,208743,Debit,9177.6,USD,Payroll,Solomon-Baker,Bank Transfer
TXN01232,U314,24/04/2024,874632,Credit,9883.88,USD,Inventory,Ward-Perez,Credit Card
TXN01233,U178,06/08/2024,609664,Refund,8016.5,USD,Operations,Brady-Baldwin,Credit Card
TXN01234,U329,04/01/2025,788706,Credit,6965.82,USD,Sales,"Mills, Lozano and Parker",Cash
TXN01235,U412,22/05/2024,588551,Refund,2232.22,USD,Operations,Watkins Inc,Credit Card
TXN01236,U031,22/11/2024,623643,Credit,8728.33,USD,Operations,Stone-Barker,Credit Card
TXN01237,U011,28/02/2024,400933,Credit,5219.5,USD,Sales,Weeks-Cook,Bank Transfer
TXN01238,U205,23/07/2024,546748,Refund,1843.62,USD,Payroll,"Smith, Haney and Walters",Bank Transfer
TXN01239,U209,15/02/2024,974178,Refund,6301.53,USD,Marketing,Moon-Stewart,Cash
TXN01240,U373,07/03/2024,708532,Debit,655.52,USD,Marketing,"Acevedo, Singh and Richard",Cash
TXN01241,U389,22/06/2024,818149,Credit,4921.51,USD,Inventory,Allen-Williams,Credit Card
TXN01242,U366,24/02/2024,692476,Debit,9537.08,USD,Operations,Morgan LLC,Cash
TXN01243,U382,27/07/2024,913424,Debit,530.55,USD,Inventory,"Carrillo, Miller and Fritz",Cash
TXN01244,U153,29/12/2024,617152,Refund,9920.21,USD,Marketing,Mercado LLC,Cash
TXN01245,U047,08/02/2024,129470,Refund,9383.36,USD,Marketing,"Quinn, Garcia and Thompson",Credit Card
TXN01246,U386,26/05/2024,395658,Credit,1264.35,USD,Sales,Whitney-Trujillo,Cash
TXN01247,U368,05/05/2024,998697,Debit,1745.02,USD,Inventory,Hudson-Haynes,Credit Card
TXN01248,U144,29/08/2024,340999,Credit,5492.98,USD,Marketing,Henry-Holt,Credit Card
TXN01249,U429,13/02/2024,359707,Debit,7954.38,USD,Inventory,Perez-Bird,Credit Card
TXN01250,U192,23/12/2024,523717,Refund,2051.69,USD,Sales,Winters Ltd,Cash
TXN01251,U449,05/08/2024,839693,Credit,5079.17,USD,Sales,Miles LLC,Cash
TXN01252,U079,02/03/2024,574633,Debit,4268.14,USD,Sales,Pollard-Shelton,Cash
TXN01253,U323,28/02/2024,610511,Refund,4676.07,USD,Sales,Turner PLC,Bank Transfer
TXN01254,U111,26/09/2024,810651,Debit,1649.95,USD,Sales,Matthews-Moore,Bank Transfer
TXN01255,U089,28/04/2024,416632,Credit,1983.39,USD,Sales,Hood-Tucker,Bank Transfer
TXN01256,U121,22/12/2024,661890,Refund,4245.93,USD,Sales,Cruz and Sons,Credit Card
TXN01257,U431,20/10/2024,364291,Debit,6062.45,USD,Operations,Shelton Inc,Cash
TXN01258,U185,14/12/2024,712317,Debit,3037.98,USD,Payroll,King-Miller,Bank Transfer
TXN01259,U080,22/10/2024,365582,Credit,5768.45,USD,Payroll,Davis-Gonzales,Credit Card
TXN01260,U023,01/08/2024,234608,Credit,9677.58,USD,Operations,Arias-Blake,Cash
TXN01261,U401,17/09/2024,289616,Credit,2022,USD,Inventory,Watts-Foley,Bank Transfer
TXN01262,U127,10/10/2024,128797,Refund,8625.63,USD,Inventory,Massey PLC,Bank Transfer
TXN01263,U051,19/07/2024,254754,Refund,4816.9,USD,Sales,"Compton, Fry and Jackson",Cash
TXN01264,U079,27/09/2024,522089,Credit,9510.62,USD,Inventory,Perez-Richmond,Bank Transfer
TXN01265,U075,29/02/2024,329965,Refund,3602.22,USD,Operations,Rivers-Goodman,Bank Transfer
TXN01266,U282,16/01/2024,866794,Debit,3783.4,USD,Operations,"Chang, Galvan and Galloway",Bank Transfer
TXN01267,U251,30/08/2024,677176,Credit,4712.43,USD,Sales,"Reid, Sims and Matthews",Cash
TXN01268,U469,03/04/2024,720912,Refund,4232.75,USD,Sales,Jenkins Group,Bank Transfer
TXN01269,U015,04/06/2024,511494,Refund,6097.85,USD,Sales,"Garcia, Little and Olsen",Cash
TXN01270,U405,04/07/2024,674114,Credit,4339.97,USD,Inventory,Hughes Inc,Credit Card
TXN01271,U025,11/01/2024,573291,Credit,1567.23,USD,Marketing,Olson-Thomas,Bank Transfer
TXN01272,U463,13/12/2024,280325,Refund,9538.04,USD,Payroll,Dominguez PLC,Credit Card
TXN01273,U345,15/04/2024,413248,Refund,4825.19,USD,Marketing,Cruz-Rogers,Credit Card
TXN01274,U154,24/03/2024,649406,Credit,7621.67,USD,Sales,"Kennedy, Cook and Smith",Cash
TXN01275,U051,05/05/2024,945822,Refund,4279.7,USD,Operations,Perez-Greene,Credit Card
TXN01276,U053,08/05/2024,807081,Debit,841.5,USD,Inventory,"Perry, Cole and White",Cash
TXN01277,U025,16/12/2024,239561,Refund,9065.51,USD,Sales,"Davidson, Long and Coleman",Credit Card
TXN01278,U136,08/07/2024,952917,Debit,3009.31,USD,Inventory,Robinson-Deleon,Bank Transfer
TXN01279,U042,03/10/2024,682559,Debit,5376.6,USD,Payroll,Blake-Hess,Cash
TXN01280,U257,02/07/2024,458079,Refund,5532.99,USD,Marketing,"Gay, Norman and Dunn",Cash
TXN01281,U221,23/12/2024,439579,Refund,1765.24,USD,Sales,Mitchell-West,Bank Transfer
TXN01282,U406,17/12/2024,881826,Credit,3810.7,USD,Marketing,"Johnson, Burch and Ramirez",Bank Transfer
TXN01283,U367,30/05/2024,307181,Debit,3065.41,USD,Sales,"Hammond, Dominguez and Floyd",Cash
TXN01284,U410,15/05/2024,562497,Refund,2839.43,USD,Payroll,Hardin Ltd,Bank Transfer
TXN01285,U229,22/12/2024,264934,Debit,5625.8,USD,Payroll,Hernandez and Sons,Bank Transfer
TXN01286,U065,23/10/2024,903879,Credit,4813.63,USD,Operations,Schmidt Ltd,Credit Card
TXN01287,U462,11/11/2024,763400,Debit,3339.01,USD,Payroll,Acevedo LLC,Bank Transfer
TXN01288,U379,24/01/2024,149368,Refund,7151.49,USD,Inventory,Peterson LLC,Cash
TXN01289,U411,29/01/2024,865320,Refund,1965.2,USD,Marketing,Johns-Warner,Cash
TXN01290,U476,20/07/2024,709823,Debit,9162.16,USD,Marketing,King LLC,Credit Card
TXN01291,U457,03/11/2024,851919,Credit,51.76,USD,Inventory,Lowe Group,Cash
TXN01292,U223,01/03/2024,537833,Debit,8617.93,USD,Payroll,"Moore, Hall and Munoz",Cash
TXN01293,U454,17/03/2024,415297,Refund,7306.38,USD,Sales,"Myers, Morris and Brady",Credit Card
TXN01294,U116,19/07/2024,207090,Credit,3748.84,USD,Payroll,"Smith, Chase and Garcia",Cash
TXN01295,U058,17/02/2024,124776,Debit,4051.51,USD,Marketing,Gregory-Mclaughlin,Bank Transfer
TXN01296,U222,25/09/2024,884150,Debit,4164.04,USD,Inventory,Sanchez and Sons,Cash
TXN01297,U148,09/01/2024,535829,Credit,3952.55,USD,Sales,"Washington, Castro and Johnson",Bank Transfer
TXN01298,U292,10/06/2024,123000,Debit,7424.52,USD,Operations,Mahoney-Graham,Cash
TXN01299,U232,18/05/2024,414494,Credit,3846.53,USD,Inventory,"Wright, English and Graham",Cash
TXN01300,U284,31/10/2024,366778,Credit,3085.03,USD,Payroll,Peterson Group,Credit Card
TXN01301,U194,15/03/2024,360868,Credit,9875.35,USD,Operations,Gomez-Carroll,Credit Card
TXN01302,U450,14/03/2024,621018,Credit,721.63,USD,Inventory,Jones Group,Bank Transfer
TXN01303,U100,19/03/2024,689956,Debit,8851.15,USD,Sales,"Perez, Scott and Cox",Cash
TXN01304,U127,05/07/2024,968910,Debit,9924.8,USD,Payroll,"Shelton, Wright and Davidson",Cash
TXN01305,U034,20/06/2024,100491,Refund,1253.53,USD,Payroll,Wagner LLC,Bank Transfer
TXN01306,U155,02/05/2024,273116,Credit,9321.97,USD,Sales,Perez Ltd,Credit Card
TXN01307,U322,08/06/2024,139946,Refund,1632,USD,Marketing,Campbell Ltd,Credit Card
TXN01308,U024,04/10/2024,196917,Refund,7631.88,USD,Sales,Turner-Munoz,Cash
TXN01309,U127,23/02/2024,501727,Debit,9571.4,USD,Marketing,"Cuevas, Smith and Lewis",Cash
TXN01310,U169,22/12/2024,437438,Debit,7714.99,USD,Payroll,"Reyes, Andrade and Young",Bank Transfer
TXN01311,U178,06/05/2024,807119,Debit,7518.26,USD,Operations,Gray PLC,Credit Card
TXN01312,U308,28/07/2024,436381,Debit,3492.3,USD,Inventory,Sutton-Hall,Bank Transfer
TXN01313,U288,29/11/2024,389528,Refund,7094.19,USD,Marketing,Morris Inc,Credit Card
TXN01314,U018,15/05/2024,510602,Credit,6353.45,USD,Sales,"Carter, Jones and Scott",Credit Card
TXN01315,U066,26/04/2024,894930,Refund,3688.12,USD,Operations,"Shaw, Brown and Hudson",Bank Transfer
TXN01316,U260,11/04/2024,109376,Refund,586.47,USD,Marketing,Mcknight-Obrien,Cash
TXN01317,U394,11/11/2024,594640,Debit,3859.48,USD,Inventory,"Garcia, Mercado and Martin",Bank Transfer
TXN01318,U462,21/03/2024,239361,Credit,4246.16,USD,Marketing,Nelson-Johnson,Cash
TXN01319,U384,17/08/2024,317960,Refund,2475.45,USD,Payroll,Taylor-Allen,Credit Card
TXN01320,U178,05/03/2024,353110,Debit,4782.48,USD,Inventory,Casey PLC,Bank Transfer
TXN01321,U216,01/07/2024,265405,Debit,9215.47,USD,Inventory,Lam-Acosta,Cash
